行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润,发货时长_天,年份,月份,季度,星期,利润率,是否亏损,平均单价
3934,CN-202021-4759076,2022-12-16,2022-12-20,标准级,卢伟-21520,卢伟,消费者,淮南,安徽,中国,华东,办公用-信封-10001868,办公用品,信封,"Jiffy 商业信封, 红色",182.0,2,0.0,89.04,4,2022,12,4,4,0.48923076923076925,0,91.0
3935,CN-202021-4759076,2022-12-16,2022-12-20,标准级,卢伟-21520,卢伟,消费者,淮南,安徽,中国,华东,办公用-系固-10001658,办公用品,系固件,"Stockwell 回形针, 整包",441.0,7,0.0,92.12,4,2022,12,4,4,0.2088888888888889,0,63.0
3936,CN-202021-4759076,2022-12-16,2022-12-20,标准级,卢伟-21520,卢伟,消费者,淮南,安徽,中国,华东,办公用-纸张-10004686,办公用品,纸张,"SanDisk 信纸, 多色",697.62,3,0.0,188.16,4,2022,12,4,4,0.26971703792895846,0,232.54
3937,CN-202021-4759076,2022-12-16,2022-12-20,标准级,卢伟-21520,卢伟,消费者,淮南,安徽,中国,华东,办公用-装订-10002164,办公用品,装订机,"Avery 装订机, 透明",115.36,2,0.0,40.32,4,2022,12,4,4,0.34951456310679613,0,57.68
3938,CN-202023-1966627,2024-10-22,2024-10-27,标准级,余凤-13060,余凤,消费者,南阳,河南,中国,中南,办公用-收纳-10003484,办公用品,收纳具,"Tenex 盘, 单宽度",506.24,2,0.0,161.84,5,2024,10,4,1,0.3196902654867257,0,253.12
3939,CN-202023-1966627,2024-10-22,2024-10-27,标准级,余凤-13060,余凤,消费者,南阳,河南,中国,中南,办公用-信封-10003694,办公用品,信封,"Cameo 邮寄品, 银色",1703.52,9,0.0,186.48,5,2024,10,4,1,0.10946745562130177,0,189.28
3940,CN-202023-1966627,2024-10-22,2024-10-27,标准级,余凤-13060,余凤,消费者,南阳,河南,中国,中南,家具-书架-10003555,家具,书架,"Sauder 柜, 金属",3101.28,4,0.0,1333.36,5,2024,10,4,1,0.429938605994944,0,775.32
3941,CN-202023-1966627,2024-10-22,2024-10-27,标准级,余凤-13060,余凤,消费者,南阳,河南,中国,中南,家具-椅子-10004046,家具,椅子,"SAFCO 摇椅, 红色",3966.354,7,0.1,749.014,5,2024,10,4,1,0.18884194401205742,0,566.622
3942,CN-202020-4078386,2021-01-10,2021-01-16,标准级,付涛-21160,付涛,公司,高邮,江苏,中国,华东,办公用-纸张-10000778,办公用品,纸张,"施乐 备忘录便条, 回收",125.44,2,0.0,14.84,6,2021,1,1,6,0.11830357142857142,0,62.72
3943,CN-202023-3360134,2024-10-09,2024-10-13,标准级,曹丽-15940,曹丽,小型企业,上海,上海,中国,华东,家具-书架-10004965,家具,书架,"Safco 搁架, 黑色",1848.84,2,0.0,332.64,4,2024,10,4,2,0.17991821899136756,0,924.42
3944,CN-202022-2571041,2023-08-19,2023-08-23,标准级,李谙-18775,李谙,小型企业,南宁,广西,中国,中南,办公用-纸张-10001757,办公用品,纸张,"SanDisk 计划信息表, 回收",221.48,2,0.0,79.52,4,2023,8,3,5,0.35903919089759795,0,110.74
3945,CN-202022-5308381,2023-12-31,2024-01-04,标准级,巩嫒-10045,巩嫒,公司,上海,上海,中国,华东,办公用-纸张-10004837,办公用品,纸张,"SanDisk 笔记本, 优质",695.8,5,0.0,104.3,4,2023,12,4,6,0.14989939637826963,0,139.16
3946,CN-202022-5308381,2023-12-31,2024-01-04,标准级,巩嫒-10045,巩嫒,公司,上海,上海,中国,华东,办公用-标签-10004363,办公用品,标签,"Smead 圆形标签, 白色",64.39999999999999,2,0.0,15.4,4,2023,12,4,6,0.23913043478260873,0,32.199999999999996
3947,CN-202021-5533473,2022-11-06,2022-11-06,当日,顾莲-16975,顾莲,小型企业,广州,广东,中国,中南,技术-电话-10004837,技术,电话,"思科 耳机, 整包",3718.26,9,0.0,1040.76,0,2022,11,4,6,0.2799051169095222,0,413.14000000000004
3948,CN-202023-2551450,2024-03-11,2024-03-16,标准级,田良-17185,田良,消费者,原平,山西,中国,华北,办公用-美术-10000581,办公用品,美术,"Binney & Smith 钢笔, 整包",56.98,1,0.0,9.66,5,2024,3,1,0,0.16953316953316955,0,56.98
3949,CN-202023-5779998,2024-05-21,2024-05-25,标准级,宋良-17170,宋良,公司,上海,上海,中国,华东,办公用-纸张-10002523,办公用品,纸张,"Enermax 计划信息表, 回收",313.74,3,0.0,134.82,4,2024,5,2,1,0.429718875502008,0,104.58
3950,CN-202023-5779998,2024-05-21,2024-05-25,标准级,宋良-17170,宋良,公司,上海,上海,中国,华东,办公用-信封-10003337,办公用品,信封,"GlobeWeis 商业信封, 每套 50 个",323.68,4,0.0,116.48,4,2024,5,2,1,0.35986159169550175,0,80.92
3951,CN-202023-5779998,2024-05-21,2024-05-25,标准级,宋良-17170,宋良,公司,上海,上海,中国,华东,技术-电话-10000199,技术,电话,"三星 智能手机, 混合尺寸",2942.1,5,0.0,499.8,4,2024,5,2,1,0.1698786581013562,0,588.42
3952,CN-202023-5779998,2024-05-21,2024-05-25,标准级,宋良-17170,宋良,公司,上海,上海,中国,华东,办公用-器具-10002834,办公用品,器具,"Hamilton Beach 烤面包机, 红色",1073.52,4,0.0,75.04,4,2024,5,2,1,0.06990088680229525,0,268.38
3953,CN-202021-4292548,2022-11-02,2022-11-05,二级,余舟-11455,余舟,小型企业,乐山,四川,中国,西南,办公用-用品-10002903,办公用品,用品,"Elite 大剪刀, 锯齿状",611.94,5,0.4,-51.66000000000008,3,2022,11,4,2,-0.08442004118050801,1,122.388
3954,CN-202021-4292548,2022-11-02,2022-11-05,二级,余舟-11455,余舟,小型企业,乐山,四川,中国,西南,办公用-信封-10002222,办公用品,信封,"Kraft 马尼拉纸信封, 银色",134.82,1,0.0,33.6,3,2022,11,4,2,0.24922118380062308,0,134.82
3955,CN-202021-4292548,2022-11-02,2022-11-05,二级,余舟-11455,余舟,小型企业,乐山,四川,中国,西南,办公用-美术-10004690,办公用品,美术,"Binney & Smith 铅笔刀, 金属",52.13599999999999,2,0.8,-203.504,3,2022,11,4,2,-3.903329752953814,1,26.067999999999994
3956,CN-202020-2558627,2021-10-27,2021-11-03,标准级,陶德-12220,陶德伟,消费者,长春,吉林,中国,东北,办公用-美术-10000566,办公用品,美术,"Binney & Smith 荧光笔, 整包",62.944,1,0.2,-6.355999999999998,7,2021,10,4,2,-0.1009786476868327,1,62.944
3957,CN-202021-3132230,2022-05-29,2022-06-04,标准级,康青-19585,康青,消费者,成都,四川,中国,西南,技术-复印-10001197,技术,复印机,"佳能 传真复印机, 数字化",2673.72,5,0.4,44.51999999999998,6,2022,5,2,6,0.016650958215519943,0,534.7439999999999
3958,CN-202023-3490090,2024-10-30,2024-11-04,标准级,候武-21850,候武,消费者,太原,山西,中国,华北,办公用-系固-10001319,办公用品,系固件,"OIC 夹子, 混合尺寸",321.44,4,0.0,31.92,5,2024,10,4,2,0.09930313588850175,0,80.36
3959,CN-202023-3490090,2024-10-30,2024-11-04,标准级,候武-21850,候武,消费者,太原,山西,中国,华北,办公用-美术-10003265,办公用品,美术,"BIC 钢笔, 混合尺寸",81.48,1,0.0,12.18,5,2024,10,4,2,0.14948453608247422,0,81.48
3960,US-202021-5334809,2022-09-25,2022-09-30,标准级,陈磊-15970,陈磊,消费者,江都,江苏,中国,华东,技术-电话-10004122,技术,电话,"诺基亚 耳机, 混合尺寸",850.7519999999998,4,0.4,-241.248,5,2022,9,3,6,-0.2835703001579779,1,212.68799999999996
3961,CN-202023-3261036,2024-11-26,2024-12-03,标准级,佘巧-19480,佘巧,消费者,宿州,安徽,中国,华东,办公用-收纳-10002840,办公用品,收纳具,"Fellowes 盒, 金属",87.5,1,0.0,12.18,7,2024,11,4,1,0.1392,0,87.5
3962,CN-202023-3261036,2024-11-26,2024-12-03,标准级,佘巧-19480,佘巧,消费者,宿州,安徽,中国,华东,办公用-装订-10002580,办公用品,装订机,"Wilson Jones 订书机, 透明",225.96,1,0.0,54.18,7,2024,11,4,1,0.23977695167286245,0,225.96
3963,CN-202022-4302272,2023-12-31,2024-01-05,标准级,韦实-20275,韦实,消费者,北京,北京,中国,华北,办公用-器具-10001375,办公用品,器具,"Hamilton Beach 微波炉, 红色",2636.76,2,0.0,395.36,5,2023,12,4,6,0.14994159498778803,0,1318.38
3964,US-202023-3676119,2024-07-24,2024-07-25,一级,袁丽-16210,袁丽华,公司,常州,江苏,中国,华东,技术-配件-10002920,技术,配件,"贝尔金 键区, 可编程",497.7,3,0.4,-66.36000000000001,1,2024,7,3,2,-0.13333333333333336,1,165.9
3965,CN-202021-4195666,2022-10-23,2022-10-27,标准级,曾幂-18100,曾幂,消费者,贵阳,贵州,中国,西南,办公用-美术-10002408,办公用品,美术,"Stanley 铅笔刀, 整包",584.5,5,0.0,186.9,4,2022,10,4,6,0.3197604790419162,0,116.9
3966,CN-202021-2396895,2022-08-10,2022-08-14,二级,徐虢-13600,徐虢,公司,济南,山东,中国,华东,办公用-纸张-10004731,办公用品,纸张,"Enermax 羊皮纸, 每包 12 个",273.42,3,0.0,103.74,4,2022,8,3,2,0.37941628264208904,0,91.14
3967,CN-202021-2396895,2022-08-10,2022-08-14,二级,徐虢-13600,徐虢,公司,济南,山东,中国,华东,办公用-装订-10000850,办公用品,装订机,"Wilson Jones 装订机盖, 回收",161.7,3,0.0,28.98,4,2022,8,3,2,0.17922077922077922,0,53.9
3968,CN-202021-2396895,2022-08-10,2022-08-14,二级,徐虢-13600,徐虢,公司,济南,山东,中国,华东,办公用-装订-10001715,办公用品,装订机,"Avery 订书机, 透明",676.2,3,0.0,263.34,4,2022,8,3,2,0.3894409937888198,0,225.4
3969,CN-202021-2396895,2022-08-10,2022-08-14,二级,徐虢-13600,徐虢,公司,济南,山东,中国,华东,家具-桌子-10003440,家具,桌子,"Hon 电脑桌, 组装",2764.776,2,0.4,-507.0240000000003,4,2022,8,3,2,-0.1833870085677828,1,1382.388
3970,CN-202021-2396895,2022-08-10,2022-08-14,二级,徐虢-13600,徐虢,公司,济南,山东,中国,华东,技术-复印-10004359,技术,复印机,"夏普 传真机, 彩色",12477.78,9,0.0,2370.06,4,2022,8,3,2,0.18994244168433808,0,1386.42
3971,CN-202021-2396895,2022-08-10,2022-08-14,二级,徐虢-13600,徐虢,公司,济南,山东,中国,华东,技术-设备-10001705,技术,设备,"StarTech 电话, 多色",1043.28,3,0.0,208.32,4,2022,8,3,2,0.1996779388083736,0,347.76
3972,CN-202021-2396895,2022-08-10,2022-08-14,二级,徐虢-13600,徐虢,公司,济南,山东,中国,华东,技术-复印-10000099,技术,复印机,"Brother 个人复印机, 红色",3950.52,6,0.0,789.5999999999999,4,2022,8,3,2,0.19987242185838824,0,658.42
3973,CN-202022-5966135,2023-09-13,2023-09-19,标准级,武磊-16150,武磊,公司,常州,江苏,中国,华东,家具-椅子-10003692,家具,椅子,"SAFCO 扶手椅, 红色",1292.004,1,0.4,86.0440000000001,6,2023,9,3,2,0.06659731703617025,0,1292.004
3974,CN-202021-3649263,2022-06-26,2022-07-01,标准级,卢壁-10450,卢壁,消费者,上海,上海,中国,华东,办公用-标签-10001271,办公用品,标签,"Smead 有色标签, 白色",304.4999999999999,5,0.0,145.6,5,2022,6,2,6,0.47816091954023004,0,60.89999999999998
3975,US-202022-1538609,2023-11-08,2023-11-12,标准级,周诚-11275,周诚,公司,武汉,湖北,中国,中南,技术-电话-10003816,技术,电话,"摩托罗拉 耳机, 全尺寸",453.768,2,0.4,-121.072,4,2023,11,4,2,-0.2668147599654449,1,226.884
3976,CN-202022-3847012,2023-07-08,2023-07-12,标准级,曹灵-17590,曹灵,公司,郸城,河南,中国,中南,办公用-标签-10004932,办公用品,标签,"Novimex 运输标签, 红色",201.6,4,0.0,84.56,4,2023,7,3,5,0.41944444444444445,0,50.4
3977,CN-202022-3847012,2023-07-08,2023-07-12,标准级,曹灵-17590,曹灵,公司,郸城,河南,中国,中南,办公用-用品-10000602,办公用品,用品,"Fiskars 修剪器, 蓝色",394.8000000000001,2,0.0,193.2,4,2023,7,3,5,0.4893617021276594,0,197.40000000000006
3978,CN-202022-3847012,2023-07-08,2023-07-12,标准级,曹灵-17590,曹灵,公司,郸城,河南,中国,中南,办公用-系固-10002226,办公用品,系固件,"Advantus 图钉, 金属",255.92,4,0.0,66.08,4,2023,7,3,5,0.25820568927789933,0,63.98
3979,US-202023-3017568,2024-12-10,2024-12-10,当日,林丹-11980,林丹,消费者,兰溪,浙江,中国,华东,办公用-器具-10001071,办公用品,器具,"KitchenAid 烤面包机, 红色",238.896,1,0.4,-103.544,0,2024,12,4,1,-0.43342709798406004,1,238.896
3980,CN-202021-5404138,2022-09-07,2022-09-12,标准级,邹凤-13000,邹凤,消费者,西乡,河南,中国,中南,办公用-系固-10002031,办公用品,系固件,"Advantus 按钉, 整包",269.36,4,0.0,18.48,5,2022,9,3,2,0.06860706860706861,0,67.34
3981,US-202023-2776676,2024-07-02,2024-07-08,标准级,邵伟-21565,邵伟,公司,老河口,湖北,中国,中南,办公用-装订-10002580,办公用品,装订机,"Wilson Jones 订书机, 透明",406.728,3,0.4,-108.6120000000001,6,2024,7,3,1,-0.2670384138785628,1,135.576
3982,US-202023-2776676,2024-07-02,2024-07-08,标准级,邵伟-21565,邵伟,公司,老河口,湖北,中国,中南,办公用-标签-10000748,办公用品,标签,"Harbour Creations 可去除的标签, 可调",77.0,2,0.0,8.4,6,2024,7,3,1,0.1090909090909091,0,38.5
3983,CN-202023-4641447,2024-07-30,2024-08-02,二级,郭升-20140,郭升,公司,大同,安徽,中国,华东,技术-电话-10004300,技术,电话,"苹果 智能手机, 整包",1727.46,3,0.0,258.72,3,2024,7,3,1,0.14976902504254802,0,575.82
3984,CN-202023-4641447,2024-07-30,2024-08-02,二级,郭升-20140,郭升,公司,大同,安徽,中国,华东,技术-复印-10000386,技术,复印机,"惠普 无线传真机, 红色",15053.22,9,0.0,4966.92,3,2024,7,3,1,0.3299573114589437,0,1672.58
3985,CN-202023-4641447,2024-07-30,2024-08-02,二级,郭升-20140,郭升,公司,大同,安徽,中国,华东,技术-电话-10002515,技术,电话,"诺基亚 智能手机, 混合尺寸",3528.0,6,0.0,1693.44,3,2024,7,3,1,0.48000000000000004,0,588.0
3986,US-202021-5443541,2022-08-22,2022-08-28,标准级,陈荷-13675,陈荷,小型企业,沈阳,辽宁,中国,东北,办公用-用品-10004820,办公用品,用品,"Fiskars 尺子, 锯齿状",93.492,3,0.4,-11.08800000000001,6,2022,8,3,0,-0.11859838274932624,1,31.164
3987,US-202021-5443541,2022-08-22,2022-08-28,标准级,陈荷-13675,陈荷,小型企业,沈阳,辽宁,中国,东北,家具-用具-10003545,家具,用具,"Tenex 相框, 优质",423.864,3,0.4,-0.3360000000000127,6,2022,8,3,0,-0.0007927070947285278,1,141.28799999999998
3988,US-202021-5443541,2022-08-22,2022-08-28,标准级,陈荷-13675,陈荷,小型企业,沈阳,辽宁,中国,东北,家具-椅子-10001116,家具,椅子,"Hon 摇椅, 红色",2925.887999999999,8,0.4,243.4880000000001,6,2022,8,3,0,0.08321849640177621,0,365.7359999999999
3989,US-202021-5443541,2022-08-22,2022-08-28,标准级,陈荷-13675,陈荷,小型企业,沈阳,辽宁,中国,东北,家具-椅子-10003692,家具,椅子,"SAFCO 扶手椅, 红色",3876.011999999999,3,0.4,258.1320000000001,6,2022,8,3,0,0.06659731703617022,0,1292.0039999999997
3990,CN-202022-3017568,2023-10-30,2023-11-02,二级,王立-16585,王立勤,公司,开远,云南,中国,西南,办公用-纸张-10003708,办公用品,纸张,"Eaton 计划信息表, 每包 12 个",346.08,3,0.0,17.22,3,2023,10,4,0,0.04975728155339806,0,115.36
3991,CN-202022-3017568,2023-10-30,2023-11-02,二级,王立-16585,王立勤,公司,开远,云南,中国,西南,办公用-美术-10004503,办公用品,美术,"BIC 画布, 混合尺寸",2919.84,11,0.0,642.18,3,2023,10,4,0,0.21993670886075947,0,265.44
3992,CN-202022-3017568,2023-10-30,2023-11-02,二级,王立-16585,王立勤,公司,开远,云南,中国,西南,办公用-收纳-10003736,办公用品,收纳具,"Rogers 文件夹, 单宽度",1003.52,7,0.0,290.08,3,2023,10,4,0,0.2890625,0,143.35999999999999
3993,CN-202020-2000071,2021-11-16,2021-11-22,标准级,黄丽-15820,黄丽,消费者,海口,海南,中国,西南,办公用-信封-10003915,办公用品,信封,"GlobeWeis 局间信封, 银色",1171.8,5,0.0,186.9,6,2021,11,4,1,0.15949820788530467,0,234.35999999999999
3994,CN-202020-2000071,2021-11-16,2021-11-22,标准级,黄丽-15820,黄丽,消费者,海口,海南,中国,西南,办公用-收纳-10000501,办公用品,收纳具,"Tenex 盘, 工业",1786.54,7,0.0,785.96,6,2021,11,4,1,0.43993417443774,0,255.22
3995,CN-202020-2000071,2021-11-16,2021-11-22,标准级,黄丽-15820,黄丽,消费者,海口,海南,中国,西南,家具-椅子-10002697,家具,椅子,"Novimex 摇椅, 每套两件",623.8399999999999,1,0.0,137.2,6,2021,11,4,1,0.2199281867145422,0,623.8399999999999
3996,CN-202020-2000071,2021-11-16,2021-11-22,标准级,黄丽-15820,黄丽,消费者,海口,海南,中国,西南,办公用-收纳-10004477,办公用品,收纳具,"Tenex 文件夹, 金属",312.06,3,0.0,27.72,6,2021,11,4,1,0.08882907133243606,0,104.02
3997,CN-202020-2000071,2021-11-16,2021-11-22,标准级,黄丽-15820,黄丽,消费者,海口,海南,中国,西南,办公用-器具-10000251,办公用品,器具,"KitchenAid 搅拌机, 白色",3620.96,8,0.0,650.7199999999999,6,2021,11,4,1,0.17970924837612123,0,452.62
3998,CN-202023-4650370,2024-03-16,2024-03-23,标准级,秦蔓-17920,秦蔓楚,消费者,海城,辽宁,中国,东北,技术-设备-10000548,技术,设备,"柯尼卡 收据打印机, 耐用",685.272,2,0.4,45.47199999999998,7,2024,3,1,5,0.06635613303914355,0,342.636
3999,CN-202023-4650370,2024-03-16,2024-03-23,标准级,秦蔓-17920,秦蔓楚,消费者,海城,辽宁,中国,东北,家具-桌子-10001677,家具,桌子,"Hon 木桌, 组装",3978.24,4,0.6,-1193.92,7,2024,3,1,5,-0.30011261261261263,1,994.56
4000,CN-202021-1924488,2022-06-29,2022-07-04,二级,邵鹏-19075,邵鹏,消费者,浯溪,湖南,中国,中南,家具-椅子-10003570,家具,椅子,"Harbour Creations 凳子, 每套两件",2297.862,3,0.1,689.262,5,2022,6,2,2,0.2999579609219352,0,765.9540000000001
4001,CN-202021-1924488,2022-06-29,2022-07-04,二级,邵鹏-19075,邵鹏,消费者,浯溪,湖南,中国,中南,家具-椅子-10002448,家具,椅子,"SAFCO 折叠椅, 红色",359.982,1,0.1,31.96199999999999,5,2022,6,2,2,0.08878777272196939,0,359.982
4002,CN-202023-1141510,2024-12-21,2024-12-25,二级,付霖-17515,付霖,公司,抚顺,辽宁,中国,东北,家具-椅子-10000374,家具,椅子,"Harbour Creations 椅垫, 可调",1042.86,5,0.4,104.16,4,2024,12,4,5,0.09987917841320983,0,208.57199999999997
4003,CN-202023-1141510,2024-12-21,2024-12-25,二级,付霖-17515,付霖,公司,抚顺,辽宁,中国,东北,办公用-装订-10002707,办公用品,装订机,"Ibico 标签, 耐用",87.44400000000002,3,0.4,-29.31600000000001,4,2024,12,4,5,-0.335254562920269,1,29.148000000000007
4004,US-202023-3139690,2024-06-03,2024-06-05,一级,廖保-10330,廖保,消费者,深圳,广东,中国,中南,办公用-收纳-10001478,办公用品,收纳具,"Fellowes 锁柜, 工业",1939.56,2,0.0,930.72,2,2024,6,2,0,0.47986141186660897,0,969.78
4005,CN-202021-5385461,2022-12-17,2022-12-23,标准级,万莞-13330,万莞颖,消费者,重庆,重庆,中国,西南,家具-书架-10004733,家具,书架,"宜家 古典书架, 白色",5799.779999999999,3,0.0,1623.72,6,2022,12,4,5,0.2799623433992324,0,1933.2599999999995
4006,CN-202021-5385461,2022-12-17,2022-12-23,标准级,万莞-13330,万莞颖,消费者,重庆,重庆,中国,西南,办公用-信封-10004057,办公用品,信封,"GlobeWeis 马尼拉纸信封, 回收",366.66,3,0.0,47.45999999999999,6,2022,12,4,5,0.129438717067583,0,122.22000000000001
4007,CN-202021-5385461,2022-12-17,2022-12-23,标准级,万莞-13330,万莞颖,消费者,重庆,重庆,中国,西南,家具-用具-10001796,家具,用具,"Eldon 灯泡, 黑色",235.2,2,0.0,103.32,6,2022,12,4,5,0.4392857142857143,0,117.6
4008,CN-202021-5385461,2022-12-17,2022-12-23,标准级,万莞-13330,万莞颖,消费者,重庆,重庆,中国,西南,办公用-标签-10000859,办公用品,标签,"Hon 合法证物标签, 白色",152.04,3,0.0,4.2,6,2022,12,4,5,0.027624309392265196,0,50.68
4009,CN-202020-1658434,2021-10-08,2021-10-12,标准级,贾芳-12685,贾芳茵,消费者,沈阳,辽宁,中国,东北,技术-复印-10001533,技术,复印机,"惠普 个人复印机, 数字化",1735.02,5,0.4,-58.38000000000011,4,2021,10,4,4,-0.03364802711207946,1,347.004
4010,US-202022-5844938,2023-03-18,2023-03-20,二级,牛黎-16390,牛黎明,公司,莆田,福建,中国,华东,办公用-收纳-10003461,办公用品,收纳具,"Tenex 文件夹, 工业",663.6,6,0.0,0.0,2,2023,3,1,5,0.0,0,110.60000000000001
4011,CN-202020-5687295,2021-10-06,2021-10-12,标准级,郝壁-10420,郝壁,公司,兴化,江苏,中国,华东,家具-椅子-10001581,家具,椅子,"SAFCO 沙滩椅, 红色",276.864,2,0.4,41.38399999999999,6,2021,10,4,2,0.14947411003236244,0,138.432
4012,CN-202023-4494383,2024-07-27,2024-07-30,一级,廖保-10345,廖保,公司,厦门,福建,中国,华东,家具-椅子-10003177,家具,椅子,"Harbour Creations 椅垫, 每套两件",693.0000000000001,2,0.0,200.76,3,2024,7,3,5,0.2896969696969696,0,346.50000000000006
4013,CN-202023-4494383,2024-07-27,2024-07-30,一级,廖保-10345,廖保,公司,厦门,福建,中国,华东,技术-电话-10004846,技术,电话,"摩托罗拉 音频基座, 蓝色",4854.36,6,0.0,2329.32,3,2024,7,3,5,0.4798408029070774,0,809.06
4014,CN-202023-4494383,2024-07-27,2024-07-30,一级,廖保-10345,廖保,公司,厦门,福建,中国,华东,技术-复印-10003118,技术,复印机,"Brother 传真复印机, 红色",1770.44,2,0.0,566.44,3,2024,7,3,5,0.3199430650007908,0,885.22
4015,CN-202021-5497693,2022-11-05,2022-11-11,标准级,田丽-16495,田丽娜,公司,西安,陕西,中国,西北,办公用-装订-10000994,办公用品,装订机,"Avery 装订机, 耐用",67.2,1,0.0,22.82,6,2022,11,4,5,0.33958333333333335,0,67.2
4016,CN-202021-5497693,2022-11-05,2022-11-11,标准级,田丽-16495,田丽娜,公司,西安,陕西,中国,西北,家具-椅子-10002778,家具,椅子,"Office Star 沙滩椅, 每套两件",269.22,1,0.0,37.66,6,2022,11,4,5,0.13988559542381693,0,269.22
4017,CN-202021-5497693,2022-11-05,2022-11-11,标准级,田丽-16495,田丽娜,公司,西安,陕西,中国,西北,技术-电话-10002745,技术,电话,"苹果 智能手机, 蓝色",2301.6,4,0.0,690.48,6,2022,11,4,5,0.30000000000000004,0,575.4
4018,CN-202023-5956912,2024-05-18,2024-05-22,标准级,俞毅-12520,俞毅,消费者,江油,四川,中国,西南,家具-椅子-10004040,家具,椅子,"Harbour Creations 折叠椅, 黑色",534.576,2,0.4,-231.784,4,2024,5,2,5,-0.4335847475382359,1,267.288
4019,US-202023-4033000,2024-03-18,2024-03-21,一级,马实-20215,马实,消费者,沈阳,辽宁,中国,东北,办公用-美术-10000708,办公用品,美术,"Stanley 记号笔, 混合尺寸",71.06399999999998,3,0.8,-163.716,3,2024,3,1,0,-2.303782505910166,1,23.68799999999999
4020,CN-202020-1860599,2021-08-23,2021-08-28,标准级,戴珑-17860,戴珑,公司,宾州,山东,中国,华东,技术-配件-10003923,技术,配件,"SanDisk 记忆卡, 实惠",3147.48,6,0.0,629.16,5,2021,8,3,0,0.19989324793167867,0,524.58
4021,CN-202020-1860599,2021-08-23,2021-08-28,标准级,戴珑-17860,戴珑,公司,宾州,山东,中国,华东,技术-电话-10002235,技术,电话,"诺基亚 音频基座, 混合尺寸",1582.84,2,0.0,680.4,5,2021,8,3,0,0.42986025119405624,0,791.42
4022,CN-202022-2900587,2023-05-06,2023-05-10,标准级,钱崆-15490,钱崆,消费者,浯溪,湖南,中国,中南,办公用-标签-10001566,办公用品,标签,"Hon 运输标签, 红色",261.1,5,0.0,65.10000000000001,4,2023,5,2,5,0.24932975871313673,0,52.220000000000006
4023,CN-202020-5630783,2021-05-11,2021-05-15,标准级,陶惠-14440,陶惠,消费者,镇江,江苏,中国,华东,办公用-系固-10003379,办公用品,系固件,"Advantus 夹子, 混合尺寸",93.744,2,0.4,-45.41600000000001,4,2021,5,2,1,-0.4844683393070491,1,46.872
4024,CN-202022-2605699,2023-07-30,2023-08-02,二级,邱芯-13930,邱芯,消费者,赤峰,内蒙古,中国,华北,办公用-标签-10002476,办公用品,标签,"Avery 圆形标签, 白色",66.64,2,0.0,18.48,3,2023,7,3,6,0.2773109243697479,0,33.32
4025,US-202023-1232384,2024-09-10,2024-09-17,标准级,邓达-11785,邓达侠,消费者,肃州,甘肃,中国,西北,办公用-器具-10000176,办公用品,器具,"Breville 烤面包机, 黑色",1065.96,5,0.4,-320.0400000000001,7,2024,9,3,1,-0.3002364066193854,1,213.192
4026,CN-202022-5434393,2023-06-10,2023-06-14,标准级,曹冬-12445,曹冬露,消费者,郴州,湖南,中国,中南,办公用-收纳-10001132,办公用品,收纳具,"Rogers 盒, 单宽度",224.0,2,0.0,8.96,4,2023,6,2,5,0.04,0,112.0
4027,CN-202022-5434393,2023-06-10,2023-06-14,标准级,曹冬-12445,曹冬露,消费者,郴州,湖南,中国,中南,家具-椅子-10000989,家具,椅子,"Office Star 摇椅, 每套两件",601.2719999999999,1,0.1,-46.788,4,2023,6,2,5,-0.07781503213188042,1,601.2719999999999
4028,CN-202020-2281857,2021-05-24,2021-05-29,标准级,巩光-13435,巩光,消费者,兰溪,浙江,中国,华东,办公用-收纳-10000208,办公用品,收纳具,"Rogers 搁板, 单宽度",870.24,3,0.0,260.82,5,2021,5,2,0,0.2997104247104247,0,290.08
4029,CN-202023-1230612,2024-10-27,2024-11-01,二级,殷宣-20920,殷宣,消费者,巢湖,安徽,中国,华东,办公用-器具-10003268,办公用品,器具,"Hamilton Beach 搅拌机, 红色",994.5600000000002,3,0.0,208.74,5,2024,10,4,6,0.20988175675675674,0,331.52000000000004
4030,CN-202023-5613673,2024-12-11,2024-12-18,标准级,苏婵-10855,苏婵娟,消费者,桂林,广西,中国,中南,办公用-用品-10001876,办公用品,用品,"Stiletto 大剪刀, 钢",886.4800000000001,4,0.0,52.64,7,2024,12,4,2,0.059380922299431455,0,221.62000000000003
4031,CN-202023-5613673,2024-12-11,2024-12-18,标准级,苏婵-10855,苏婵娟,消费者,桂林,广西,中国,中南,技术-配件-10003601,技术,配件,"贝尔金 闪存驱动器, 可编程",1621.76,8,0.0,291.2,7,2024,12,4,2,0.17955801104972374,0,202.72
4032,CN-202023-5613673,2024-12-11,2024-12-18,标准级,苏婵-10855,苏婵娟,消费者,桂林,广西,中国,中南,家具-椅子-10000900,家具,椅子,"Hon 折叠椅, 每套两件",702.8280000000001,2,0.1,155.988,7,2024,12,4,2,0.22194334887056288,0,351.41400000000004
4033,CN-202021-2966078,2022-05-18,2022-05-23,标准级,严盛-20410,严盛,消费者,佛山,广东,中国,中南,办公用-系固-10001319,办公用品,系固件,"OIC 夹子, 混合尺寸",321.44,4,0.0,31.92,5,2022,5,2,2,0.09930313588850175,0,80.36
