行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
7492,CN-2024688828,2024/01/20,2024/01/21,标准级,苏-21200,吴雪梅,小型企业,合肥,湖北,中国,华中,技术-复印-10002421,技术,复印机,柯尼卡 工业复印机,6547.36,2,0.0,1155.75
7493,CN-2023206549,2023/01/04,2023/01/07,二级,蒋-20654,巴莉,公司,重庆,重庆,中国,西南,办公-美术-10002308,办公用品,美术,GlobeWeis 银色美术,16542.63,6,0.26,2376.81
7494,CN-2024630144,2024/12/18,2024/12/20,二级,许-15607,魏丽娟,消费者,广州,福建,中国,华东,家具-桌子-10000623,家具,桌子,Harbour Creations 实惠桌子,32047.15,7,0.0,10071.93
7495,CN-2024840370,2024/04/23,2024/04/29,二级,李-12185,吴鹏,消费者,合肥,广东,中国,华南,技术-设备-10003266,技术,设备,柯尼卡 白色设备,3000.98,9,0.0,728.88
7496,CN-2021401827,2021/10/13,2021/10/16,一级,王-19825,王柳,消费者,阜新,山西,中国,华北,办公-装订-10002836,办公用品,装订机,Wilson Jones 耐用装订机,5761.57,3,0.0,-1130.5
7497,CN-2024847947,2024/05/13,2024/05/14,一级,薛-10993,曹梅,消费者,兴安盟,黑龙江,中国,东北,家具-椅子-10004605,家具,椅子,Hon 红色椅子,9869.72,6,0.0,1555.44
7498,CN-2021416641,2021/08/01,2021/08/04,标准级,陈-17307,刘霞,公司,北镇,湖北,中国,华中,技术-配件-10004857,技术,配件,松下 实惠配件,22563.35,8,0.0,-437.05
7499,CN-2023303872,2023/05/02,2023/05/05,标准级,朱-19678,柏秀英,消费者,辛集,西藏,中国,西南,家具-桌子-10000178,家具,桌子,Hon 银色桌子,2023.29,10,0.0,-157.29
7500,CN-2022452667,2022/04/04,2022/04/08,二级,陈-16459,奚云,消费者,辛集,新疆,中国,西北,办公-系固-10003681,办公用品,系固件,GlobeWeis 白色系固件,1475.2,7,0.0,-43.68
7501,CN-2024408220,2024/05/09,2024/05/14,二级,张-15444,张英,消费者,辛集,江苏,中国,华东,技术-电话-10003212,技术,电话,诺基亚 蓝色电话,27563.31,10,0.0,-3021.05
7502,CN-2024916484,2024/08/13,2024/08/19,一级,吴-10924,王玉华,消费者,台北,海南,中国,华南,办公-信封-10000734,办公用品,信封,Fiskars 红色信封,15741.26,6,0.0,2259.24
7503,CN-2024382054,2024/07/03,2024/07/09,一级,曹-11621,张淑华,消费者,福州,湖南,中国,华中,家具-书架-10002778,家具,书架,Office Star 工业书架,18603.11,8,0.0,-3117.62
7504,CN-2022804418,2022/03/11,2022/03/17,标准级,陆-14617,屈峰,消费者,合肥,云南,中国,西南,办公-装订-10000649,办公用品,装订机,GlobeWeis 白色装订机,45910.57,10,0.0,4611.8
7505,CN-2024284450,2024/08/05,2024/08/09,标准级,董-13711,郭志强,消费者,北京,北京,中国,华北,技术-配件-10002163,技术,配件,三星 红色配件,4597.46,8,0.0,-288.73
7506,CN-2024344786,2024/08/02,2024/08/04,一级,李-12745,王璐,消费者,马鞍山,广西,中国,华南,家具-桌子-10003667,家具,桌子,Office Star 黑色桌子,12922.84,9,0.0,-773.36
7507,CN-2024673270,2024/08/03,2024/08/07,一级,王-14170,方旭,消费者,北京,北京,中国,华北,办公-用品-10004235,办公用品,用品,GlobeWeis 红色用品,14281.02,5,0.0,744.39
7508,CN-2022475353,2022/03/02,2022/03/07,二级,申-13683,刘岩,消费者,杭州,湖南,中国,华中,技术-复印-10004662,技术,复印机,柯尼卡 白色复印机,8492.68,10,0.0,2019.54
7509,CN-2023962196,2023/06/15,2023/06/20,一级,杨-14652,苏静,消费者,梧州,西藏,中国,西南,技术-复印-10002377,技术,复印机,诺基亚 耐用复印机,5887.45,3,0.58,68.39
7510,CN-2021972241,2021/04/08,2021/04/15,标准级,安-16317,谭静,公司,成都,云南,中国,西南,家具-书架-10004738,家具,书架,Office Star 银色书架,13128.78,3,0.0,-2149.53
7511,CN-2023617205,2023/06/16,2023/06/18,标准级,黎-19999,赵龙,消费者,汕尾,宁夏,中国,西北,技术-配件-10000873,技术,配件,思科 实惠配件,13848.32,8,0.44,2447.36
7512,CN-2023496427,2023/07/13,2023/07/20,标准级,陆-15016,吕玉华,消费者,海门,黑龙江,中国,东北,家具-书架-10003456,家具,书架,Office Star 工业书架,3177.46,1,0.0,878.38
7513,CN-2023305824,2023/05/23,2023/05/28,标准级,李-18207,胡杰,消费者,北京,北京,中国,华北,技术-电话-10004819,技术,电话,思科 蓝色电话,2178.09,2,0.0,-248.83
7514,CN-2024224122,2024/09/13,2024/09/16,标准级,李-15451,任鹏,小型企业,荆门,湖南,中国,华中,家具-用具-10003401,家具,用具,Harbour Creations 实惠用具,4522.93,2,0.26,599.97
7515,CN-2022949317,2022/03/22,2022/03/23,一级,李-18694,崔勇,消费者,六盘水,吉林,中国,东北,办公-信封-10002658,办公用品,信封,GlobeWeis 工业信封,15719.75,7,0.0,3728.93
7516,CN-2022180779,2022/09/07,2022/09/09,标准级,郭-16365,顾瑞,消费者,淮安,内蒙古,中国,华北,办公-系固-10002911,办公用品,系固件,KitchenAid 银色系固件,4890.21,2,0.0,522.55
7517,CN-2022779800,2022/08/24,2022/08/25,标准级,潘-16693,宫桂香,消费者,长沙,陕西,中国,西北,家具-椅子-10004602,家具,椅子,SAFCO 实惠椅子,7152.92,5,0.56,-542.68
7518,CN-2021292848,2021/11/12,2021/11/15,二级,兰-11773,张利,公司,通辽,河南,中国,华中,办公-用品-10001993,办公用品,用品,Smead 白色用品,3434.25,2,0.48,153.39
7519,CN-2022478346,2022/11/26,2022/12/02,标准级,韦-21469,裴林,消费者,辽阳,青海,中国,西北,办公-收纳-10000958,办公用品,收纳具,Smead 蓝色收纳具,4227.42,7,0.17,1163.24
7520,CN-2022515948,2022/01/17,2022/01/22,标准级,张-20752,王华,消费者,银川,四川,中国,西南,办公-收纳-10001545,办公用品,收纳具,Wilson Jones 红色收纳具,17457.05,9,0.39,2122.33
7521,CN-2024417141,2024/10/25,2024/10/28,标准级,丁-19791,李丽娟,消费者,永安,甘肃,中国,西北,家具-椅子-10001810,家具,椅子,Harbour Creations 实惠椅子,7618.9,3,0.0,11.25
7522,CN-2021481034,2021/12/22,2021/12/25,标准级,官-15249,徐涛,公司,哈尔滨,辽宁,中国,东北,办公-标签-10000325,办公用品,标签,GlobeWeis 红色标签,3093.37,2,0.0,738.25
7523,CN-2021176482,2021/05/13,2021/05/20,标准级,黄-14101,傅兵,公司,六安,陕西,中国,西北,技术-设备-10004907,技术,设备,三星 银色设备,9002.81,3,0.39,2998.66
7524,CN-2023158870,2023/07/24,2023/07/28,二级,朱-14103,张淑珍,消费者,嘉禾,湖南,中国,华中,家具-椅子-10000181,家具,椅子,Office Star 银色椅子,15125.58,4,0.0,3229.9
7525,CN-2024968069,2024/09/11,2024/09/13,标准级,彭-14254,邓秀华,小型企业,重庆,湖南,中国,华中,办公-收纳-10003248,办公用品,收纳具,Wilson Jones 白色收纳具,9283.87,3,0.0,651.08
7526,CN-2022361153,2022/05/23,2022/05/27,一级,徐-21566,刘宇,消费者,宜都,西藏,中国,西南,办公-装订-10001848,办公用品,装订机,Fiskars 银色装订机,4746.14,7,0.28,141.0
7527,CN-2023418018,2023/08/04,2023/08/07,标准级,杨-20107,李斌,消费者,澳门,广西,中国,华南,办公-收纳-10001456,办公用品,收纳具,Smead 工业收纳具,1099.01,3,0.48,-189.61
7528,CN-2021584350,2021/11/23,2021/11/27,标准级,唐-18180,王海燕,公司,大冶,海南,中国,华南,办公-系固-10002107,办公用品,系固件,GlobeWeis 耐用系固件,3719.73,1,0.22,1145.25
7529,CN-2022271221,2022/10/02,2022/10/03,标准级,李-14430,王涛,公司,上海,辽宁,中国,东北,家具-椅子-10000053,家具,椅子,Harbour Creations 蓝色椅子,9460.6,4,0.21,435.06
7530,CN-2023891331,2023/09/20,2023/09/21,二级,蓝-10639,田丹丹,消费者,济南,陕西,中国,西北,办公-纸张-10002506,办公用品,纸张,GlobeWeis 黑色纸张,5591.23,5,0.0,486.32
7531,CN-2022827496,2022/01/10,2022/01/16,一级,梁-19818,黎成,消费者,杭州,四川,中国,西南,家具-桌子-10003618,家具,桌子,Novimex 银色桌子,8058.52,3,0.0,2776.48
7532,CN-2022674848,2022/12/12,2022/12/16,一级,罗-15766,段瑜,消费者,六安,山西,中国,华北,技术-设备-10002259,技术,设备,三星 工业设备,8920.02,3,0.0,1301.35
7533,CN-2021428459,2021/12/16,2021/12/18,二级,戴-16505,阿秀梅,消费者,合山,青海,中国,西北,家具-桌子-10001822,家具,桌子,Hon 耐用桌子,17117.56,9,0.0,3279.16
7534,CN-2022712965,2022/09/11,2022/09/15,标准级,粟-15832,李梅,消费者,北京,北京,中国,华北,家具-用具-10001480,家具,用具,Hon 黑色用具,14036.96,10,0.0,3990.79
7535,CN-2024141152,2024/04/10,2024/04/13,二级,黄-18793,张俊,消费者,海门,西藏,中国,西南,办公-信封-10002551,办公用品,信封,Wilson Jones 实惠信封,7939.88,8,0.0,1306.14
7536,CN-2021187942,2021/10/11,2021/10/15,标准级,王-11243,孙辉,消费者,沈阳,贵州,中国,西南,家具-桌子-10003033,家具,桌子,Novimex 红色桌子,3893.36,2,0.48,1058.89
7537,CN-2022586220,2022/09/07,2022/09/11,当日,张-20636,黄冬梅,消费者,沈阳,黑龙江,中国,东北,办公-纸张-10001382,办公用品,纸张,KitchenAid 工业纸张,3295.29,8,0.31,201.75
7538,CN-2021931819,2021/02/21,2021/02/22,当日,符-20247,杜倩,消费者,银川,浙江,中国,华东,家具-用具-10003387,家具,用具,Harbour Creations 红色用具,6192.69,2,0.0,2435.57
7539,CN-2021113077,2021/05/18,2021/05/21,标准级,陶-11087,李琴,消费者,武汉,广东,中国,华南,技术-电话-10004921,技术,电话,思科 实惠电话,8917.75,10,0.16,2382.39
7540,CN-2022575726,2022/03/28,2022/03/31,标准级,邓-16729,凌琳,消费者,梧州,广西,中国,华南,技术-复印-10000758,技术,复印机,惠普 银色复印机,8438.07,4,0.0,2433.83
7541,CN-2021547719,2021/02/24,2021/02/25,标准级,王-20949,张颖,消费者,嘉禾,辽宁,中国,东北,家具-椅子-10002757,家具,椅子,Office Star 工业椅子,1251.56,1,0.32,15.94
7542,CN-2024252869,2024/06/15,2024/06/19,一级,何-15503,程金凤,公司,呼和浩特,辽宁,中国,东北,家具-椅子-10003629,家具,椅子,SAFCO 白色椅子,12056.26,4,0.0,-934.44
7543,CN-2022831811,2022/03/11,2022/03/18,标准级,王-15594,何强,消费者,杭州,安徽,中国,华东,家具-用具-10004379,家具,用具,Office Star 银色用具,13174.31,4,0.32,-1227.81
7544,CN-2021559168,2021/09/27,2021/09/30,标准级,宋-18276,冯宁,公司,海口,广西,中国,华南,家具-桌子-10003552,家具,桌子,Office Star 耐用桌子,3638.81,7,0.0,-41.22
7545,CN-2021512418,2021/10/24,2021/10/29,标准级,白-19262,张宁,消费者,汕尾,海南,中国,华南,家具-桌子-10001247,家具,桌子,Hon 红色桌子,19130.65,9,0.0,7548.1
7546,CN-2022446137,2022/03/17,2022/03/21,标准级,周-16248,杨秀兰,消费者,汕尾,河南,中国,华中,家具-用具-10002464,家具,用具,Hon 黑色用具,7241.77,3,0.11,-393.38
7547,CN-2023701059,2023/09/10,2023/09/11,标准级,何-12852,陆建,公司,六盘水,河南,中国,华中,技术-设备-10001348,技术,设备,三星 红色设备,7839.7,7,0.45,1793.47
7548,CN-2023211222,2023/10/02,2023/10/05,标准级,张-12118,金华,公司,淮安,天津,中国,华北,技术-复印-10000573,技术,复印机,惠普 红色复印机,17753.13,6,0.0,4783.43
7549,CN-2023774286,2023/04/06,2023/04/13,二级,方-10822,黄坤,消费者,哈尔滨,西藏,中国,西南,技术-设备-10004291,技术,设备,松下 白色设备,5658.65,3,0.52,-169.38
7550,CN-2022478869,2022/07/14,2022/07/17,标准级,马-13376,庞志强,消费者,大冶,黑龙江,中国,东北,技术-设备-10002324,技术,设备,三星 耐用设备,6471.77,10,0.35,-1107.63
7551,CN-2021149696,2021/11/05,2021/11/07,当日,匡-17773,刘洋,消费者,兰州,湖南,中国,华中,办公-信封-10000055,办公用品,信封,KitchenAid 工业信封,6612.95,4,0.0,-1313.76
7552,CN-2021732757,2021/12/09,2021/12/16,二级,张-14544,符利,消费者,重庆,重庆,中国,西南,办公-器具-10003004,办公用品,器具,Fiskars 黑色器具,9909.0,6,0.48,-1053.33
7553,CN-2021624672,2021/04/19,2021/04/25,一级,周-20976,勾秀华,消费者,大冶,浙江,中国,华东,办公-信封-10001405,办公用品,信封,Avery 蓝色信封,8698.02,7,0.13,1959.88
7554,CN-2023565340,2023/04/20,2023/04/24,标准级,张-17307,刘军,消费者,阜新,陕西,中国,西北,办公-信封-10002061,办公用品,信封,KitchenAid 蓝色信封,15193.33,7,0.0,3587.83
7555,CN-2021184741,2021/07/13,2021/07/14,标准级,刘-12853,傅秀珍,消费者,重庆,重庆,中国,西南,技术-复印-10004394,技术,复印机,三星 实惠复印机,975.61,1,0.0,273.02
7556,CN-2024878945,2024/03/23,2024/03/28,标准级,王-19175,尹艳,消费者,通辽,江苏,中国,华东,家具-书架-10002643,家具,书架,Hon 工业书架,13648.16,8,0.0,5252.58
7557,CN-2022153125,2022/08/27,2022/09/01,二级,傅-20283,张旭,消费者,拉萨,广东,中国,华南,家具-用具-10004231,家具,用具,Hon 黑色用具,567.68,4,0.0,69.23
7558,CN-2024376369,2024/10/19,2024/10/25,一级,许-11402,曾东,消费者,拉萨,湖北,中国,华中,家具-书架-10002441,家具,书架,SAFCO 耐用书架,2613.52,1,0.43,708.67
7559,CN-2023955764,2023/04/28,2023/04/29,标准级,向-21739,姜林,公司,海门,黑龙江,中国,东北,办公-美术-10001638,办公用品,美术,Fiskars 黑色美术,34021.51,8,0.0,-4509.16
7560,CN-2022183926,2022/04/28,2022/05/02,一级,文-10032,罗红梅,消费者,宜都,黑龙江,中国,东北,技术-电话-10003182,技术,电话,松下 工业电话,6578.17,8,0.16,111.36
7561,CN-2021481076,2021/04/06,2021/04/09,二级,田-13104,颜玉,消费者,重庆,重庆,中国,西南,家具-用具-10004443,家具,用具,SAFCO 白色用具,21050.48,6,0.0,4192.52
7562,CN-2022644404,2022/10/16,2022/10/23,标准级,刘-13666,解凤兰,消费者,郑州,西藏,中国,西南,技术-设备-10004378,技术,设备,惠普 蓝色设备,9997.09,4,0.38,3168.19
7563,CN-2021290779,2021/04/26,2021/04/28,一级,王-15741,刘斌,公司,济南,湖北,中国,华中,家具-桌子-10002242,家具,桌子,SAFCO 工业桌子,13364.8,4,0.0,3854.72
7564,CN-2021378493,2021/11/14,2021/11/18,一级,王-13621,王桂英,消费者,重庆,重庆,中国,西南,办公-系固-10000852,办公用品,系固件,Avery 白色系固件,714.89,1,0.0,38.51
7565,CN-2022995658,2022/07/23,2022/07/25,标准级,黄-10013,刘杰,公司,合肥,湖南,中国,华中,技术-电话-10001325,技术,电话,惠普 银色电话,6324.31,6,0.0,1075.26
7566,CN-2023386261,2023/02/09,2023/02/12,标准级,章-16864,贾秀荣,公司,深圳,内蒙古,中国,华北,技术-复印-10003554,技术,复印机,惠普 白色复印机,286.55,2,0.0,50.79
7567,CN-2024753291,2024/10/04,2024/10/08,标准级,张-20300,伏敏,消费者,六安,甘肃,中国,西北,办公-信封-10000835,办公用品,信封,Wilson Jones 银色信封,322.1,2,0.45,29.56
7568,CN-2023374340,2023/10/03,2023/10/08,当日,李-16297,柯洁,消费者,北镇,贵州,中国,西南,办公-美术-10003514,办公用品,美术,Fiskars 耐用美术,1152.95,1,0.0,418.88
7569,CN-2021954397,2021/03/06,2021/03/09,一级,王-15069,蔡颖,消费者,六盘水,海南,中国,华南,办公-纸张-10003576,办公用品,纸张,Avery 白色纸张,6176.77,4,0.58,-1017.29
7570,CN-2024433902,2024/07/08,2024/07/10,标准级,沙-16773,汪静,消费者,惠州,河南,中国,华中,家具-桌子-10003099,家具,桌子,Hon 耐用桌子,25797.99,9,0.0,6183.17
7571,CN-2022204255,2022/07/09,2022/07/11,当日,杨-15362,陈秀荣,小型企业,合肥,湖北,中国,华中,技术-电话-10003104,技术,电话,柯尼卡 蓝色电话,519.85,2,0.49,32.97
7572,CN-2024859813,2024/02/17,2024/02/23,标准级,李-11857,唐波,消费者,北京,北京,中国,华北,办公-系固-10002266,办公用品,系固件,Wilson Jones 工业系固件,7321.27,2,0.0,-421.84
7573,CN-2021368214,2021/05/16,2021/05/20,标准级,陶-17495,许淑英,消费者,六盘水,广西,中国,华南,技术-配件-10001540,技术,配件,思科 实惠配件,2382.73,6,0.0,-21.88
7574,CN-2024560537,2024/11/14,2024/11/21,标准级,魏-18074,杨岩,公司,南昌,湖北,中国,华中,技术-设备-10002166,技术,设备,思科 蓝色设备,12500.44,8,0.0,2162.58
7575,CN-2024493894,2024/06/12,2024/06/18,标准级,刘-18393,王鑫,消费者,太原,宁夏,中国,西北,家具-桌子-10004560,家具,桌子,Novimex 实惠桌子,12146.12,10,0.0,2292.13
7576,CN-2023567329,2023/08/25,2023/08/29,标准级,孙-17255,李玉珍,公司,兴安盟,河南,中国,华中,技术-复印-10000225,技术,复印机,松下 实惠复印机,6005.13,6,0.0,766.15
7577,CN-2023561787,2023/08/16,2023/08/18,标准级,何-20538,董云,消费者,梧州,河南,中国,华中,办公-美术-10002140,办公用品,美术,GlobeWeis 银色美术,3423.61,2,0.0,1240.95
7578,CN-2021693056,2021/02/28,2021/03/01,标准级,叶-19355,羊淑珍,公司,重庆,海南,中国,华南,办公-系固-10001992,办公用品,系固件,GlobeWeis 耐用系固件,9303.93,5,0.31,2013.3
7579,CN-2024306298,2024/03/23,2024/03/28,标准级,陈-14212,李欢,消费者,重庆,重庆,中国,西南,技术-复印-10003154,技术,复印机,思科 耐用复印机,4024.56,6,0.47,1307.24
7580,CN-2021163955,2021/10/15,2021/10/19,标准级,施-20635,王丽娟,公司,成都,新疆,中国,西北,办公-装订-10001317,办公用品,装订机,Wilson Jones 黑色装订机,18495.69,8,0.19,-2738.48
7581,CN-2024211553,2024/11/04,2024/11/07,一级,黄-17616,丁柳,消费者,巢湖,青海,中国,西北,技术-电话-10002264,技术,电话,三星 白色电话,3559.27,1,0.0,669.94
7582,CN-2024589610,2024/07/09,2024/07/13,标准级,王-16673,滕建军,消费者,永安,江西,中国,华东,家具-书架-10001446,家具,书架,Office Star 银色书架,2624.34,3,0.0,164.92
7583,CN-2023262871,2023/08/17,2023/08/24,二级,高-13626,赵莹,公司,石家庄,海南,中国,华南,家具-书架-10001447,家具,书架,Office Star 耐用书架,5187.32,3,0.0,1487.74
7584,CN-2023155628,2023/06/03,2023/06/06,二级,李-13380,董琳,消费者,东莞,西藏,中国,西南,家具-书架-10002584,家具,书架,Harbour Creations 红色书架,1091.33,9,0.0,73.21
7585,CN-2022463178,2022/06/27,2022/06/29,当日,李-17457,施帅,消费者,大冶,四川,中国,西南,技术-配件-10003283,技术,配件,松下 实惠配件,14267.52,7,0.42,-904.69
7586,CN-2024255170,2024/02/01,2024/02/02,标准级,晏-10020,陈楠,公司,张家港,黑龙江,中国,东北,技术-设备-10004495,技术,设备,诺基亚 白色设备,19818.07,5,0.11,-2782.52
7587,CN-2024824380,2024/09/22,2024/09/26,标准级,董-12079,唐敏,公司,乌鲁木齐,海南,中国,华南,办公-用品-10004817,办公用品,用品,KitchenAid 银色用品,5050.84,5,0.56,-623.31
7588,CN-2021706601,2021/03/02,2021/03/08,标准级,姚-19705,郑婷婷,公司,贵阳,湖北,中国,华中,办公-器具-10004663,办公用品,器具,Wilson Jones 耐用器具,30371.22,9,0.0,7810.12
7589,CN-2024228031,2024/08/21,2024/08/24,标准级,余-10862,黄玉华,消费者,兰州,广西,中国,华南,办公-美术-10003625,办公用品,美术,KitchenAid 工业美术,16261.48,8,0.24,4815.65
7590,CN-2021107723,2021/02/28,2021/03/03,标准级,何-10868,王飞,消费者,杭州,湖南,中国,华中,家具-椅子-10003438,家具,椅子,Hon 实惠椅子,20473.81,10,0.31,496.09
7591,CN-2023611759,2023/03/15,2023/03/19,二级,张-11443,郑金凤,消费者,阜新,湖北,中国,华中,办公-纸张-10004868,办公用品,纸张,Fiskars 白色纸张,3333.51,2,0.4,-186.46
7592,CN-2022756401,2022/07/03,2022/07/06,标准级,田-19694,冯平,消费者,杭州,甘肃,中国,西北,家具-椅子-10003807,家具,椅子,SAFCO 实惠椅子,25327.03,7,0.0,3046.65
7593,CN-2022324476,2022/04/15,2022/04/17,标准级,刘-20892,冯建华,消费者,佛山,海南,中国,华南,办公-器具-10000677,办公用品,器具,Wilson Jones 银色器具,5621.81,3,0.0,688.95
7594,CN-2022357661,2022/01/02,2022/01/09,标准级,陈-13390,马红,消费者,贵阳,江苏,中国,华东,技术-配件-10002194,技术,配件,松下 实惠配件,5922.02,4,0.58,-586.57
7595,CN-2021960028,2021/04/01,2021/04/06,二级,郎-17985,李桂珍,公司,呼和浩特,青海,中国,西北,办公-用品-10004478,办公用品,用品,Wilson Jones 红色用品,7288.65,6,0.34,341.85
7596,CN-2024786370,2024/11/02,2024/11/03,标准级,郑-10383,邓鑫,消费者,通辽,山东,中国,华东,家具-书架-10001002,家具,书架,Office Star 白色书架,6968.96,2,0.12,358.8
7597,CN-2022822373,2022/06/16,2022/06/20,一级,张-12672,韩英,消费者,乌鲁木齐,广西,中国,华南,技术-复印-10001895,技术,复印机,柯尼卡 蓝色复印机,13799.48,10,0.0,3347.86
7598,CN-2024298453,2024/02/23,2024/02/26,二级,王-21798,韩洁,消费者,长春,宁夏,中国,西北,家具-用具-10000374,家具,用具,Harbour Creations 白色用具,15340.94,5,0.0,-519.35
7599,CN-2023865482,2023/12/26,2023/12/31,二级,李-21461,薛梅,消费者,东莞,吉林,中国,东北,办公-系固-10002532,办公用品,系固件,Smead 耐用系固件,6589.22,10,0.0,-1060.44
7600,CN-2021426640,2021/10/24,2021/10/26,标准级,徐-13526,陈雷,公司,澳门,山东,中国,华东,技术-复印-10004630,技术,复印机,惠普 耐用复印机,4508.7,8,0.0,1512.0
7601,CN-2022521893,2022/08/27,2022/09/02,二级,郑-10176,王兵,消费者,上海,上海,中国,华东,办公-收纳-10002219,办公用品,收纳具,GlobeWeis 蓝色收纳具,14919.58,10,0.0,-156.2
7602,CN-2021904408,2021/09/15,2021/09/18,标准级,戴-16527,覃欣,消费者,佛山,湖北,中国,华中,家具-用具-10004631,家具,用具,Office Star 白色用具,32553.41,9,0.0,-3449.91
7603,CN-2023739225,2023/06/03,2023/06/09,二级,窦-18862,张海燕,公司,兴城,广东,中国,华南,家具-书架-10002227,家具,书架,Hon 黑色书架,13101.58,5,0.0,-1246.97
7604,CN-2024858629,2024/06/02,2024/06/05,标准级,唐-18469,李丽丽,公司,长沙,安徽,中国,华东,家具-用具-10004305,家具,用具,Office Star 蓝色用具,39065.35,9,0.0,-3373.7
7605,CN-2022418559,2022/12/21,2022/12/25,一级,林-19725,谢杰,公司,福州,海南,中国,华南,家具-书架-10003115,家具,书架,Harbour Creations 工业书架,20302.55,8,0.15,3578.03
7606,CN-2021409254,2021/01/26,2021/02/01,标准级,舒-11640,梅艳,消费者,佛山,湖北,中国,华中,办公-装订-10002645,办公用品,装订机,KitchenAid 红色装订机,14860.7,10,0.0,-2174.96
7607,CN-2021318807,2021/07/16,2021/07/21,标准级,王-21514,陈丹丹,消费者,潜江,黑龙江,中国,东北,办公-器具-10002138,办公用品,器具,Smead 黑色器具,10626.8,3,0.25,4041.6
7608,CN-2022972611,2022/12/26,2022/12/30,标准级,黄-19659,殷亮,小型企业,上海,上海,中国,华东,家具-桌子-10004577,家具,桌子,Harbour Creations 黑色桌子,1795.12,3,0.2,323.23
7609,CN-2022894994,2022/04/22,2022/04/23,标准级,孙-16763,白璐,公司,长春,黑龙江,中国,东北,技术-电话-10003005,技术,电话,诺基亚 耐用电话,6389.58,4,0.0,2458.81
7610,CN-2022516815,2022/10/09,2022/10/15,标准级,周-10540,黄玉英,公司,天津,福建,中国,华东,办公-美术-10002363,办公用品,美术,GlobeWeis 黑色美术,12090.23,8,0.0,2059.26
7611,CN-2023318239,2023/02/11,2023/02/16,标准级,宋-13408,李亮,消费者,兴安盟,四川,中国,西南,技术-设备-10003648,技术,设备,柯尼卡 黑色设备,23646.66,7,0.0,2779.99
7612,CN-2022374463,2022/12/05,2022/12/07,标准级,陈-12467,焦利,公司,天津,内蒙古,中国,华北,办公-装订-10003091,办公用品,装订机,GlobeWeis 黑色装订机,41417.07,10,0.0,10382.55
7613,CN-2024613065,2024/08/05,2024/08/07,标准级,王-15265,朱颖,消费者,大冶,青海,中国,西北,办公-器具-10002502,办公用品,器具,Wilson Jones 白色器具,39560.46,10,0.0,5624.45
7614,CN-2022962316,2022/03/08,2022/03/10,当日,王-21113,韩倩,小型企业,沈阳,湖南,中国,华中,技术-电话-10003753,技术,电话,惠普 黑色电话,4062.95,1,0.0,608.46
7615,CN-2022240016,2022/08/28,2022/09/02,标准级,顾-10046,黄宁,公司,南昌,湖南,中国,华中,家具-用具-10002732,家具,用具,Office Star 实惠用具,33683.12,8,0.0,2824.03
7616,CN-2024827959,2024/03/20,2024/03/21,二级,孙-12165,刘鹏,消费者,哈尔滨,湖南,中国,华中,家具-书架-10001948,家具,书架,Harbour Creations 银色书架,46005.77,10,0.0,489.81
7617,CN-2024638861,2024/06/21,2024/06/27,标准级,张-10255,黄岩,消费者,福州,贵州,中国,西南,办公-用品-10001588,办公用品,用品,KitchenAid 银色用品,34599.51,10,0.16,7731.21
7618,CN-2023482547,2023/06/03,2023/06/05,标准级,柏-19386,吴龙,消费者,合山,广东,中国,华南,家具-桌子-10000764,家具,桌子,Hon 实惠桌子,13081.4,4,0.28,-473.0
7619,CN-2022983683,2022/06/05,2022/06/12,标准级,段-13446,黄莹,公司,重庆,重庆,中国,西南,家具-用具-10002331,家具,用具,Hon 黑色用具,13285.16,6,0.44,3252.82
7620,CN-2021733427,2021/12/24,2021/12/29,一级,曾-10143,刘琴,消费者,巢湖,福建,中国,华东,办公-装订-10003359,办公用品,装订机,Smead 白色装订机,16484.77,6,0.0,-3084.52
7621,CN-2022894278,2022/04/05,2022/04/11,标准级,杜-16697,李淑兰,公司,大冶,贵州,中国,西南,办公-用品-10004746,办公用品,用品,Fiskars 工业用品,5218.52,7,0.44,1659.34
7622,CN-2021230095,2021/12/13,2021/12/20,标准级,戴-11485,唐秀珍,公司,宜都,天津,中国,华北,办公-收纳-10002450,办公用品,收纳具,KitchenAid 红色收纳具,24377.75,10,0.26,1156.67
7623,CN-2023317759,2023/05/05,2023/05/12,一级,王-12355,郑玉珍,消费者,佛山,江西,中国,华东,技术-设备-10000396,技术,设备,诺基亚 银色设备,12640.84,4,0.35,1975.89
7624,CN-2023415661,2023/01/03,2023/01/05,标准级,曹-12033,陈丹丹,消费者,哈尔滨,湖北,中国,华中,办公-信封-10002090,办公用品,信封,Avery 红色信封,1782.79,2,0.0,647.94
7625,CN-2021248926,2021/08/22,2021/08/23,二级,程-20141,陈佳,公司,呼和浩特,海南,中国,华南,技术-设备-10002111,技术,设备,柯尼卡 蓝色设备,6959.5,9,0.0,664.29
7626,CN-2022982540,2022/08/15,2022/08/18,标准级,雷-16078,左凤英,消费者,海口,宁夏,中国,西北,技术-配件-10004859,技术,配件,惠普 实惠配件,40095.67,10,0.0,6682.51
7627,CN-2021585542,2021/11/06,2021/11/07,标准级,王-18304,俞桂英,小型企业,兴城,内蒙古,中国,华北,技术-复印-10001661,技术,复印机,柯尼卡 蓝色复印机,9447.65,3,0.0,-777.48
