客户 ID,最近购买日期,购买频率,购买金额,R_天数,客户名称,细分,地区,R_Score,F_Score,M_Score,RFM_总分,RFM_平均分,客户分群,价值等级
王庆-19555,2024-12-30,8,4502.372,0,王庆缘,消费者,华东,5,1,1,7,2.3333333333333335,一般客户,普通客户
王庆-19555,2024-12-30,8,4502.372,0,王庆缘,消费者,华北,5,1,1,7,2.3333333333333335,一般客户,普通客户
王敬-14965,2024-12-17,10,7078.875999999999,13,王敬,公司,东北,5,2,1,8,2.6666666666666665,一般客户,普通客户
王敬-14965,2024-12-17,10,7078.875999999999,13,王敬,公司,华东,5,2,1,8,2.6666666666666665,一般客户,普通客户
王立-16585,2024-06-17,11,29841.559999999998,196,王立勤,公司,华东,2,2,4,8,2.6666666666666665,需挽留客户,普通客户
王立-16585,2024-06-17,11,29841.559999999998,196,王立勤,公司,华北,2,2,4,8,2.6666666666666665,需挽留客户,普通客户
王立-16585,2024-06-17,11,29841.559999999998,196,王立勤,公司,西南,2,2,4,8,2.6666666666666665,需挽留客户,普通客户
王辉-12670,2024-05-19,11,33924.548,225,王辉,消费者,华东,1,2,5,8,2.6666666666666665,需挽留客户,普通客户
王辉-12670,2024-05-19,11,33924.548,225,王辉,消费者,中南,1,2,5,8,2.6666666666666665,需挽留客户,普通客户
王辉-12670,2024-05-19,11,33924.548,225,王辉,消费者,西北,1,2,5,8,2.6666666666666665,需挽留客户,普通客户
王霖-17545,2024-11-03,11,8432.032000000001,57,王霖,小型企业,中南,4,2,1,7,2.3333333333333335,一般客户,普通客户
王霖-17545,2024-11-03,11,8432.032000000001,57,王霖,小型企业,华东,4,2,1,7,2.3333333333333335,一般客户,普通客户
田临-17470,2024-06-15,3,4595.92,198,田临耀,小型企业,中南,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
田临-17470,2024-06-15,3,4595.92,198,田临耀,小型企业,华北,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
田丹-11995,2024-10-17,16,19454.568,74,田丹,消费者,东北,3,4,3,10,3.3333333333333335,重要保持客户,重要客户
田丹-11995,2024-10-17,16,19454.568,74,田丹,消费者,中南,3,4,3,10,3.3333333333333335,重要保持客户,重要客户
田丹-11995,2024-10-17,16,19454.568,74,田丹,消费者,华东,3,4,3,10,3.3333333333333335,重要保持客户,重要客户
田丹-11995,2024-10-17,16,19454.568,74,田丹,消费者,西北,3,4,3,10,3.3333333333333335,重要保持客户,重要客户
田丽-16270,2024-12-14,11,13391.28,16,田丽美,消费者,中南,5,2,2,9,3.0,一般客户,重要客户
田丽-16270,2024-12-14,11,13391.28,16,田丽美,消费者,华东,5,2,2,9,3.0,一般客户,重要客户
田丽-16270,2024-12-14,11,13391.28,16,田丽美,消费者,西南,5,2,2,9,3.0,一般客户,重要客户
田丽-16495,2024-06-26,8,10359.538,187,田丽娜,公司,华北,2,1,2,5,1.6666666666666667,需挽留客户,低价值客户
田丽-16495,2024-06-26,8,10359.538,187,田丽娜,公司,西南,2,1,2,5,1.6666666666666667,需挽留客户,低价值客户
田丽-16495,2024-06-26,8,10359.538,187,田丽娜,公司,中南,2,1,2,5,1.6666666666666667,需挽留客户,低价值客户
田丽-16495,2024-06-26,8,10359.538,187,田丽娜,公司,西北,2,1,2,5,1.6666666666666667,需挽留客户,低价值客户
田妮-18595,2024-12-16,7,9930.032000000001,14,田妮,小型企业,华东,5,1,1,7,2.3333333333333335,一般客户,普通客户
田妮-18595,2024-12-16,7,9930.032000000001,14,田妮,小型企业,华北,5,1,1,7,2.3333333333333335,一般客户,普通客户
田妮-18595,2024-12-16,7,9930.032000000001,14,田妮,小型企业,中南,5,1,1,7,2.3333333333333335,一般客户,普通客户
田安-10255,2024-12-03,5,6975.78,27,田安,小型企业,西南,4,1,1,6,2.0,一般客户,普通客户
田安-10255,2024-12-03,5,6975.78,27,田安,小型企业,华东,4,1,1,6,2.0,一般客户,普通客户
田武-21895,2024-12-07,12,11289.628,23,田武,公司,西南,5,3,2,10,3.3333333333333335,一般客户,重要客户
田武-21895,2024-12-07,12,11289.628,23,田武,公司,华东,5,3,2,10,3.3333333333333335,一般客户,重要客户
田武-21895,2024-12-07,12,11289.628,23,田武,公司,中南,5,3,2,10,3.3333333333333335,一般客户,重要客户
田武-21895,2024-12-07,12,11289.628,23,田武,公司,东北,5,3,2,10,3.3333333333333335,一般客户,重要客户
田江-14635,2024-11-24,17,42368.473,36,田江丽,公司,华东,4,4,5,13,4.333333333333333,高价值客户,VIP客户
田江-14635,2024-11-24,17,42368.473,36,田江丽,公司,东北,4,4,5,13,4.333333333333333,高价值客户,VIP客户
田江-14635,2024-11-24,17,42368.473,36,田江丽,公司,中南,4,4,5,13,4.333333333333333,高价值客户,VIP客户
田江-14635,2024-11-24,17,42368.473,36,田江丽,公司,华北,4,4,5,13,4.333333333333333,高价值客户,VIP客户
田江-14635,2024-11-24,17,42368.473,36,田江丽,公司,西南,4,4,5,13,4.333333333333333,高价值客户,VIP客户
田淑-20470,2024-10-17,6,7528.668000000001,74,田淑芳,消费者,中南,3,1,1,5,1.6666666666666667,一般客户,低价值客户
田淑-20470,2024-10-17,6,7528.668000000001,74,田淑芳,消费者,华北,3,1,1,5,1.6666666666666667,一般客户,低价值客户
田淑-20470,2024-10-17,6,7528.668000000001,74,田淑芳,消费者,东北,3,1,1,5,1.6666666666666667,一般客户,低价值客户
田磊-16120,2024-07-21,20,77369.334,162,田磊,小型企业,西南,2,5,5,12,4.0,一般客户,VIP客户
田磊-16120,2024-07-21,20,77369.334,162,田磊,小型企业,华东,2,5,5,12,4.0,一般客户,VIP客户
田磊-16120,2024-07-21,20,77369.334,162,田磊,小型企业,华北,2,5,5,12,4.0,一般客户,VIP客户
田磊-16120,2024-07-21,20,77369.334,162,田磊,小型企业,中南,2,5,5,12,4.0,一般客户,VIP客户
田立-16870,2024-11-02,5,11050.62,58,田立,消费者,华北,4,1,2,7,2.3333333333333335,一般客户,普通客户
田立-16870,2024-11-02,5,11050.62,58,田立,消费者,华东,4,1,2,7,2.3333333333333335,一般客户,普通客户
田立-16870,2024-11-02,5,11050.62,58,田立,消费者,中南,4,1,2,7,2.3333333333333335,一般客户,普通客户
田立-16870,2024-11-02,5,11050.62,58,田立,消费者,东北,4,1,2,7,2.3333333333333335,一般客户,普通客户
田良-17185,2024-05-06,11,18417.924,238,田良,消费者,华北,1,2,3,6,2.0,需挽留客户,普通客户
田良-17185,2024-05-06,11,18417.924,238,田良,消费者,西南,1,2,3,6,2.0,需挽留客户,普通客户
田良-17185,2024-05-06,11,18417.924,238,田良,消费者,中南,1,2,3,6,2.0,需挽留客户,普通客户
田良-17185,2024-05-06,11,18417.924,238,田良,消费者,东北,1,2,3,6,2.0,需挽留客户,普通客户
田良-17185,2024-05-06,11,18417.924,238,田良,消费者,华东,1,2,3,6,2.0,需挽留客户,普通客户
田诚-11335,2024-12-04,7,8389.164,26,田诚,小型企业,华东,5,1,1,7,2.3333333333333335,一般客户,普通客户
田诚-11335,2024-12-04,7,8389.164,26,田诚,小型企业,西南,5,1,1,7,2.3333333333333335,一般客户,普通客户
田诚-11335,2024-12-04,7,8389.164,26,田诚,小型企业,中南,5,1,1,7,2.3333333333333335,一般客户,普通客户
田谙-18850,2024-10-15,17,24190.32,76,田谙,消费者,东北,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
田谙-18850,2024-10-15,17,24190.32,76,田谙,消费者,华东,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
田谙-18850,2024-10-15,17,24190.32,76,田谙,消费者,中南,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
田谙-18865,2024-12-30,15,24862.6,0,田谙,消费者,东北,5,4,4,13,4.333333333333333,高价值客户,VIP客户
田谙-18865,2024-12-30,15,24862.6,0,田谙,消费者,华东,5,4,4,13,4.333333333333333,高价值客户,VIP客户
田谙-18865,2024-12-30,15,24862.6,0,田谙,消费者,中南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
田谙-18865,2024-12-30,15,24862.6,0,田谙,消费者,西南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
田黎-16450,2024-05-02,10,9880.164,242,田黎明,公司,华东,1,2,1,4,1.3333333333333333,需挽留客户,低价值客户
田黎-16450,2024-05-02,10,9880.164,242,田黎明,公司,华北,1,2,1,4,1.3333333333333333,需挽留客户,低价值客户
田黎-16450,2024-05-02,10,9880.164,242,田黎明,公司,中南,1,2,1,4,1.3333333333333333,需挽留客户,低价值客户
白婵-10975,2024-12-29,17,27909.728,1,白婵,公司,华东,5,4,4,13,4.333333333333333,高价值客户,VIP客户
白婵-10975,2024-12-29,17,27909.728,1,白婵,公司,中南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
白德-12205,2024-11-12,15,19717.376,48,白德伟,消费者,西南,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
白德-12205,2024-11-12,15,19717.376,48,白德伟,消费者,华东,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
白德-12205,2024-11-12,15,19717.376,48,白德伟,消费者,华北,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
白德-12205,2024-11-12,15,19717.376,48,白德伟,消费者,东北,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
白忠-11515,2024-06-25,27,56128.394,188,白忠,消费者,华北,2,5,5,12,4.0,一般客户,VIP客户
白忠-11515,2024-06-25,27,56128.394,188,白忠,消费者,华东,2,5,5,12,4.0,一般客户,VIP客户
白忠-11515,2024-06-25,27,56128.394,188,白忠,消费者,中南,2,5,5,12,4.0,一般客户,VIP客户
白忠-11515,2024-06-25,27,56128.394,188,白忠,消费者,东北,2,5,5,12,4.0,一般客户,VIP客户
白忠-11515,2024-06-25,27,56128.394,188,白忠,消费者,西南,2,5,5,12,4.0,一般客户,VIP客户
白斯-20995,2024-10-12,16,20291.208000000002,79,白斯云,消费者,华东,3,4,3,10,3.3333333333333335,重要保持客户,重要客户
白斯-20995,2024-10-12,16,20291.208000000002,79,白斯云,消费者,东北,3,4,3,10,3.3333333333333335,重要保持客户,重要客户
白斯-20995,2024-10-12,16,20291.208000000002,79,白斯云,消费者,中南,3,4,3,10,3.3333333333333335,重要保持客户,重要客户
白松-20740,2024-06-13,12,17431.092,200,白松,小型企业,华东,2,3,3,8,2.6666666666666665,一般客户,普通客户
白松-20740,2024-06-13,12,17431.092,200,白松,小型企业,中南,2,3,3,8,2.6666666666666665,一般客户,普通客户
白松-20740,2024-06-13,12,17431.092,200,白松,小型企业,东北,2,3,3,8,2.6666666666666665,一般客户,普通客户
白栋-12295,2023-09-10,6,4091.4719999999998,477,白栋,消费者,中南,1,1,1,3,1.0,需挽留客户,低价值客户
白栋-12295,2023-09-10,6,4091.4719999999998,477,白栋,消费者,东北,1,1,1,3,1.0,需挽留客户,低价值客户
白欢-14245,2024-09-15,15,12646.508000000002,106,白欢,小型企业,中南,3,4,2,9,3.0,一般客户,重要客户
白欢-14245,2024-09-15,15,12646.508000000002,106,白欢,小型企业,华北,3,4,2,9,3.0,一般客户,重要客户
白欢-14245,2024-09-15,15,12646.508000000002,106,白欢,小型企业,华东,3,4,2,9,3.0,一般客户,重要客户
白立-16660,2024-05-05,10,13342.195999999998,239,白立荣,消费者,东北,1,2,2,5,1.6666666666666667,需挽留客户,低价值客户
白立-16660,2024-05-05,10,13342.195999999998,239,白立荣,消费者,中南,1,2,2,5,1.6666666666666667,需挽留客户,低价值客户
白立-16660,2024-05-05,10,13342.195999999998,239,白立荣,消费者,华北,1,2,2,5,1.6666666666666667,需挽留客户,低价值客户
白立-16825,2024-03-20,6,7953.12,285,白立,公司,华北,1,1,1,3,1.0,需挽留客户,低价值客户
白立-16825,2024-03-20,6,7953.12,285,白立,公司,华东,1,1,1,3,1.0,需挽留客户,低价值客户
白立-16825,2024-03-20,6,7953.12,285,白立,公司,东北,1,1,1,3,1.0,需挽留客户,低价值客户
白立-16825,2024-03-20,6,7953.12,285,白立,公司,中南,1,1,1,3,1.0,需挽留客户,低价值客户
白聪-11695,2023-05-14,8,18788.672,596,白聪,公司,华北,1,1,3,5,1.6666666666666667,需挽留客户,低价值客户
白聪-11695,2023-05-14,8,18788.672,596,白聪,公司,中南,1,1,3,5,1.6666666666666667,需挽留客户,低价值客户
白聪-11695,2023-05-14,8,18788.672,596,白聪,公司,华东,1,1,3,5,1.6666666666666667,需挽留客户,低价值客户
白锦-14905,2024-09-14,8,24118.864,107,白锦,消费者,中南,3,1,4,8,2.6666666666666665,重要发展客户,普通客户
白锦-14905,2024-09-14,8,24118.864,107,白锦,消费者,华东,3,1,4,8,2.6666666666666665,重要发展客户,普通客户
白鹄-14050,2024-12-24,23,45223.108,6,白鹄,消费者,华东,5,5,5,15,5.0,高价值客户,VIP客户
白鹄-14050,2024-12-24,23,45223.108,6,白鹄,消费者,西南,5,5,5,15,5.0,高价值客户,VIP客户
白鹄-14050,2024-12-24,23,45223.108,6,白鹄,消费者,东北,5,5,5,15,5.0,高价值客户,VIP客户
白鹄-14050,2024-12-24,23,45223.108,6,白鹄,消费者,中南,5,5,5,15,5.0,高价值客户,VIP客户
白鹄-14050,2024-12-24,23,45223.108,6,白鹄,消费者,华北,5,5,5,15,5.0,高价值客户,VIP客户
秦乐-17710,2024-10-12,5,6720.42,79,秦乐,消费者,华北,3,1,1,5,1.6666666666666667,一般客户,低价值客户
秦乐-17710,2024-10-12,5,6720.42,79,秦乐,消费者,中南,3,1,1,5,1.6666666666666667,一般客户,低价值客户
秦乐-17710,2024-10-12,5,6720.42,79,秦乐,消费者,西南,3,1,1,5,1.6666666666666667,一般客户,低价值客户
秦刚-13075,2024-10-29,20,38163.048,62,秦刚,公司,华东,4,5,5,14,4.666666666666667,高价值客户,VIP客户
秦刚-13075,2024-10-29,20,38163.048,62,秦刚,公司,东北,4,5,5,14,4.666666666666667,高价值客户,VIP客户
秦刚-13075,2024-10-29,20,38163.048,62,秦刚,公司,西南,4,5,5,14,4.666666666666667,高价值客户,VIP客户
秦刚-13075,2024-10-29,20,38163.048,62,秦刚,公司,中南,4,5,5,14,4.666666666666667,高价值客户,VIP客户
秦君-15175,2024-06-13,13,27240.444,200,秦君,小型企业,中南,2,3,4,9,3.0,一般客户,重要客户
秦君-15175,2024-06-13,13,27240.444,200,秦君,小型企业,华北,2,3,4,9,3.0,一般客户,重要客户
秦君-15175,2024-06-13,13,27240.444,200,秦君,小型企业,西南,2,3,4,9,3.0,一般客户,重要客户
秦君-15175,2024-06-13,13,27240.444,200,秦君,小型企业,东北,2,3,4,9,3.0,一般客户,重要客户
秦宁-18670,2024-10-29,18,17814.104000000003,62,秦宁,消费者,东北,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
秦宁-18670,2024-10-29,18,17814.104000000003,62,秦宁,消费者,西北,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
秦宁-18670,2024-10-29,18,17814.104000000003,62,秦宁,消费者,中南,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
秦梦-18145,2024-07-16,6,7131.18,167,秦梦,消费者,华东,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
秦梦-18145,2024-07-16,6,7131.18,167,秦梦,消费者,西南,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
秦淑-20440,2024-12-15,26,56986.174,15,秦淑芳,公司,东北,5,5,5,15,5.0,高价值客户,VIP客户
秦淑-20440,2024-12-15,26,56986.174,15,秦淑芳,公司,西南,5,5,5,15,5.0,高价值客户,VIP客户
秦淑-20440,2024-12-15,26,56986.174,15,秦淑芳,公司,华东,5,5,5,15,5.0,高价值客户,VIP客户
秦淑-20440,2024-12-15,26,56986.174,15,秦淑芳,公司,华北,5,5,5,15,5.0,高价值客户,VIP客户
秦淑-20440,2024-12-15,26,56986.174,15,秦淑芳,公司,中南,5,5,5,15,5.0,高价值客户,VIP客户
秦芯-13915,2024-10-29,11,39394.257,62,秦芯,消费者,华东,4,2,5,11,3.6666666666666665,重要发展客户,重要客户
秦芯-13915,2024-10-29,11,39394.257,62,秦芯,消费者,华北,4,2,5,11,3.6666666666666665,重要发展客户,重要客户
秦芯-13915,2024-10-29,11,39394.257,62,秦芯,消费者,东北,4,2,5,11,3.6666666666666665,重要发展客户,重要客户
秦芯-13915,2024-10-29,11,39394.257,62,秦芯,消费者,中南,4,2,5,11,3.6666666666666665,重要发展客户,重要客户
秦蔓-17920,2024-12-23,16,27472.907,7,秦蔓楚,消费者,东北,5,4,4,13,4.333333333333333,高价值客户,VIP客户
秦蔓-17920,2024-12-23,16,27472.907,7,秦蔓楚,消费者,华北,5,4,4,13,4.333333333333333,高价值客户,VIP客户
秦蔓-17920,2024-12-23,16,27472.907,7,秦蔓楚,消费者,西北,5,4,4,13,4.333333333333333,高价值客户,VIP客户
秦蔓-17920,2024-12-23,16,27472.907,7,秦蔓楚,消费者,中南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
秦蔓-17920,2024-12-23,16,27472.907,7,秦蔓楚,消费者,华东,5,4,4,13,4.333333333333333,高价值客户,VIP客户
秦诚-11245,2024-12-03,13,16651.404,27,秦诚,公司,东北,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
秦诚-11245,2024-12-03,13,16651.404,27,秦诚,公司,西南,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
秦诚-11245,2024-12-03,13,16651.404,27,秦诚,公司,华东,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
秦黎-16300,2024-09-18,13,25775.203999999998,103,秦黎明,公司,东北,3,3,4,10,3.3333333333333335,重要保持客户,重要客户
秦黎-16300,2024-09-18,13,25775.203999999998,103,秦黎明,公司,中南,3,3,4,10,3.3333333333333335,重要保持客户,重要客户
秦黎-16300,2024-09-18,13,25775.203999999998,103,秦黎明,公司,华东,3,3,4,10,3.3333333333333335,重要保持客户,重要客户
程宁-18640,2024-07-03,13,34572.636,180,程宁,公司,东北,2,3,5,10,3.3333333333333335,一般客户,重要客户
程宁-18640,2024-07-03,13,34572.636,180,程宁,公司,华东,2,3,5,10,3.3333333333333335,一般客户,重要客户
程安-10105,2024-10-06,23,34657.476,85,程安,消费者,西南,3,5,5,13,4.333333333333333,重要保持客户,VIP客户
程安-10105,2024-10-06,23,34657.476,85,程安,消费者,东北,3,5,5,13,4.333333333333333,重要保持客户,VIP客户
程安-10105,2024-10-06,23,34657.476,85,程安,消费者,中南,3,5,5,13,4.333333333333333,重要保持客户,VIP客户
程德-12040,2023-12-20,7,7200.759999999999,376,程德,小型企业,华东,1,1,1,3,1.0,需挽留客户,低价值客户
程德-12040,2023-12-20,7,7200.759999999999,376,程德,小型企业,中南,1,1,1,3,1.0,需挽留客户,低价值客户
程德-12040,2023-12-20,7,7200.759999999999,376,程德,小型企业,西南,1,1,1,3,1.0,需挽留客户,低价值客户
程根-13210,2024-08-27,8,6814.360000000001,125,程根基,消费者,东北,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
程根-13210,2024-08-27,8,6814.360000000001,125,程根基,消费者,中南,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
程根-13210,2024-08-27,8,6814.360000000001,125,程根基,消费者,西南,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
程根-13210,2024-08-27,8,6814.360000000001,125,程根基,消费者,华东,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
程欢-14110,2024-10-27,7,4811.24,64,程欢悦,消费者,中南,3,1,1,5,1.6666666666666667,一般客户,低价值客户
程欢-14110,2024-10-27,7,4811.24,64,程欢悦,消费者,华东,3,1,1,5,1.6666666666666667,一般客户,低价值客户
程欢-14110,2024-10-27,7,4811.24,64,程欢悦,消费者,华北,3,1,1,5,1.6666666666666667,一般客户,低价值客户
程聪-11620,2024-12-01,15,20679.848,29,程聪,消费者,西北,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
程聪-11620,2024-12-01,15,20679.848,29,程聪,消费者,华北,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
程聪-11620,2024-12-01,15,20679.848,29,程聪,消费者,东北,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
程聪-11620,2024-12-01,15,20679.848,29,程聪,消费者,西南,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
程聪-11620,2024-12-01,15,20679.848,29,程聪,消费者,华东,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
程蔓-17935,2024-09-24,8,11618.18,97,程蔓楚,消费者,东北,3,1,2,6,2.0,一般客户,普通客户
程蔓-17935,2024-09-24,8,11618.18,97,程蔓楚,消费者,华北,3,1,2,6,2.0,一般客户,普通客户
程蔓-17935,2024-09-24,8,11618.18,97,程蔓楚,消费者,中南,3,1,2,6,2.0,一般客户,普通客户
程雯-21655,2024-06-14,8,17218.74,199,程雯,消费者,中南,2,1,3,6,2.0,需挽留客户,普通客户
罗君-15235,2024-06-23,21,18563.132,190,罗君,消费者,东北,2,5,3,10,3.3333333333333335,一般客户,重要客户
罗君-15235,2024-06-23,21,18563.132,190,罗君,消费者,华北,2,5,3,10,3.3333333333333335,一般客户,重要客户
罗君-15235,2024-06-23,21,18563.132,190,罗君,消费者,华东,2,5,3,10,3.3333333333333335,一般客户,重要客户
罗君-15235,2024-06-23,21,18563.132,190,罗君,消费者,中南,2,5,3,10,3.3333333333333335,一般客户,重要客户
罗婵-10960,2024-11-23,8,17239.292,37,罗婵,消费者,华东,4,1,3,8,2.6666666666666665,重要发展客户,普通客户
罗婵-10960,2024-11-23,8,17239.292,37,罗婵,消费者,西北,4,1,3,8,2.6666666666666665,重要发展客户,普通客户
罗婵-10960,2024-11-23,8,17239.292,37,罗婵,消费者,东北,4,1,3,8,2.6666666666666665,重要发展客户,普通客户
罗婵-10960,2024-11-23,8,17239.292,37,罗婵,消费者,中南,4,1,3,8,2.6666666666666665,重要发展客户,普通客户
罗嫒-10060,2024-12-26,21,42256.802,4,罗嫒,小型企业,华东,5,5,5,15,5.0,高价值客户,VIP客户
罗嫒-10060,2024-12-26,21,42256.802,4,罗嫒,小型企业,东北,5,5,5,15,5.0,高价值客户,VIP客户
罗嫒-10060,2024-12-26,21,42256.802,4,罗嫒,小型企业,中南,5,5,5,15,5.0,高价值客户,VIP客户
罗嫒-10060,2024-12-26,21,42256.802,4,罗嫒,小型企业,华北,5,5,5,15,5.0,高价值客户,VIP客户
罗嫒-10060,2024-12-26,21,42256.802,4,罗嫒,小型企业,西北,5,5,5,15,5.0,高价值客户,VIP客户
罗安-10210,2024-10-29,9,12169.416000000001,62,罗安,消费者,华北,4,2,2,8,2.6666666666666665,一般客户,普通客户
罗安-10210,2024-10-29,9,12169.416000000001,62,罗安,消费者,中南,4,2,2,8,2.6666666666666665,一般客户,普通客户
罗安-10210,2024-10-29,9,12169.416000000001,62,罗安,消费者,华东,4,2,2,8,2.6666666666666665,一般客户,普通客户
罗平-19135,2021-09-30,1,200.76,1187,罗平,小型企业,西南,1,1,1,3,1.0,需挽留客户,低价值客户
罗昌-11050,2024-11-26,9,8550.052,34,罗昌,公司,华东,4,2,1,7,2.3333333333333335,一般客户,普通客户
罗昌-11050,2024-11-26,9,8550.052,34,罗昌,公司,中南,4,2,1,7,2.3333333333333335,一般客户,普通客户
罗琼-19615,2024-11-20,14,13027.0,40,罗琼,消费者,华东,4,3,2,9,3.0,一般客户,重要客户
罗琼-19615,2024-11-20,14,13027.0,40,罗琼,消费者,华北,4,3,2,9,3.0,一般客户,重要客户
罗琼-19615,2024-11-20,14,13027.0,40,罗琼,消费者,东北,4,3,2,9,3.0,一般客户,重要客户
罗霖-17530,2024-08-03,19,36226.064,149,罗霖,消费者,中南,2,4,5,11,3.6666666666666665,一般客户,重要客户
罗霖-17530,2024-08-03,19,36226.064,149,罗霖,消费者,华北,2,4,5,11,3.6666666666666665,一般客户,重要客户
罗霖-17530,2024-08-03,19,36226.064,149,罗霖,消费者,华东,2,4,5,11,3.6666666666666665,一般客户,重要客户
罗霖-17530,2024-08-03,19,36226.064,149,罗霖,消费者,东北,2,4,5,11,3.6666666666666665,一般客户,重要客户
肖保-10315,2024-04-01,19,32850.412,273,肖保,消费者,华北,1,4,4,9,3.0,一般客户,重要客户
肖保-10315,2024-04-01,19,32850.412,273,肖保,消费者,西北,1,4,4,9,3.0,一般客户,重要客户
肖保-10315,2024-04-01,19,32850.412,273,肖保,消费者,华东,1,4,4,9,3.0,一般客户,重要客户
肖保-10315,2024-04-01,19,32850.412,273,肖保,消费者,西南,1,4,4,9,3.0,一般客户,重要客户
肖冬-12400,2024-07-18,8,17219.075999999997,165,肖冬露,小型企业,西南,2,1,3,6,2.0,需挽留客户,普通客户
肖冬-12400,2024-07-18,8,17219.075999999997,165,肖冬露,小型企业,东北,2,1,3,6,2.0,需挽留客户,普通客户
肖冬-12400,2024-07-18,8,17219.075999999997,165,肖冬露,小型企业,华东,2,1,3,6,2.0,需挽留客户,普通客户
肖壁-10435,2024-11-04,8,11155.76,56,肖壁,小型企业,华东,4,1,2,7,2.3333333333333335,一般客户,普通客户
肖壁-10435,2024-11-04,8,11155.76,56,肖壁,小型企业,西南,4,1,2,7,2.3333333333333335,一般客户,普通客户
肖岱-11845,2024-08-05,11,10698.184000000001,147,肖岱,公司,中南,2,2,2,6,2.0,需挽留客户,普通客户
肖岱-11845,2024-08-05,11,10698.184000000001,147,肖岱,公司,华北,2,2,2,6,2.0,需挽留客户,普通客户
肖岱-11845,2024-08-05,11,10698.184000000001,147,肖岱,公司,东北,2,2,2,6,2.0,需挽留客户,普通客户
肖崆-15520,2024-11-06,20,33150.292,54,肖崆,消费者,华北,4,5,4,13,4.333333333333333,高价值客户,VIP客户
肖崆-15520,2024-11-06,20,33150.292,54,肖崆,消费者,西北,4,5,4,13,4.333333333333333,高价值客户,VIP客户
肖崆-15520,2024-11-06,20,33150.292,54,肖崆,消费者,华东,4,5,4,13,4.333333333333333,高价值客户,VIP客户
肖崆-15520,2024-11-06,20,33150.292,54,肖崆,消费者,东北,4,5,4,13,4.333333333333333,高价值客户,VIP客户
肖崆-15520,2024-11-06,20,33150.292,54,肖崆,消费者,中南,4,5,4,13,4.333333333333333,高价值客户,VIP客户
肖良-17125,2024-10-19,19,26040.574,72,肖良,消费者,华东,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
肖良-17125,2024-10-19,19,26040.574,72,肖良,消费者,中南,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
肖良-17125,2024-10-19,19,26040.574,72,肖良,消费者,西南,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
肖良-17125,2024-10-19,19,26040.574,72,肖良,消费者,华北,3,4,4,11,3.6666666666666665,重要保持客户,重要客户
肖菊-15010,2024-12-18,12,10955.405999999999,12,肖菊,公司,中南,5,3,2,10,3.3333333333333335,一般客户,重要客户
肖菊-15010,2024-12-18,12,10955.405999999999,12,肖菊,公司,华北,5,3,2,10,3.3333333333333335,一般客户,重要客户
肖菊-15010,2024-12-18,12,10955.405999999999,12,肖菊,公司,东北,5,3,2,10,3.3333333333333335,一般客户,重要客户
肖菊-15010,2024-12-18,12,10955.405999999999,12,肖菊,公司,华东,5,3,2,10,3.3333333333333335,一般客户,重要客户
肖菊-15010,2024-12-18,12,10955.405999999999,12,肖菊,公司,西北,5,3,2,10,3.3333333333333335,一般客户,重要客户
胡临-17425,2023-06-17,3,2300.8999999999996,562,胡临耀,公司,西北,1,1,1,3,1.0,需挽留客户,低价值客户
胡临-17425,2023-06-17,3,2300.8999999999996,562,胡临耀,公司,西南,1,1,1,3,1.0,需挽留客户,低价值客户
胡凤-12850,2024-11-13,19,43998.64,47,胡凤,消费者,中南,4,4,5,13,4.333333333333333,高价值客户,VIP客户
胡凤-12850,2024-11-13,19,43998.64,47,胡凤,消费者,东北,4,4,5,13,4.333333333333333,高价值客户,VIP客户
